,P1AncestryProportion,P2AncestryProportion,P3AncestryProportion,P4AncestryProportion,P5AncestryProportion,P6AncestryProportion,P7AncestryProportion,P8AncestryProportion
249,0.066154155,0.14167282,0.13377968,0.087413725,0.04370901,0.295387145,0.07882056,0.153062905
250,0.05766127,0.09067959,0.103116055,0.03977128,0.15758471,0.30820252,0.11835907,0.124625505
251,0.08260245,0.006765935,0.03777677,0.027558375,0.159627085,0.40829591,0.089719365,0.18765411
252,0.17149695,0.17097981,0.12430086,0.05418454,0.003305475,0.268765535,0.05100394,0.15596289
253,0.15782877,0.085655465,0.072114415,0.052513965,0.08476778,0.355456895,0.028039655,0.163623055
254,0.090015795,0.017537315,0.20145564,0.0961374,0.10642452,0.29191024,0.02425851,0.17226058
255,0.049657515,0.030489375,0.03972386,0.09138781,0.13920516,0.257692115,0.034993335,0.35685083
256,0.081546315,0.093549105,0.180257355,0.048271165,0.08481956,0.3002353,0.04913168,0.16218952
257,0.02656901,0.06792684,0.141068555,0.1271872,0.12022898,0.317849935,0.041503325,0.157666155
258,0.17966943,0.05887866,0.16607555,0.11756108,0.0513378,0.276122315,0.02151843,0.128836735
259,0.12231298,0.14229373,0.102092835,0.071236415,0.05519048,0.280307965,0.035019275,0.19154632
260,0.05256761,0.056560365,0.17015005,0.07202862,0.15693154,0.189984,0.14751533,0.154262485
261,0.090619225,0.06998376,0.15819924,0.1021284,0.00919476,0.339636165,0.09675448,0.13348397
262,0.01712209,0.0575459,0.19250872,0.13728346,0.018423235,0.40054294,0.063895065,0.11267859
263,0.072469175,0.123093265,0.095185075,0.152813495,0.086520575,0.275789935,0.04741752,0.14671096
264,0.158172355,0.04926549,0.109078555,0.08706735,0.06873183,0.2214378,0.0209928,0.28525382
265,0.055785465,0.043988015,0.15050821,0.11626844,0.195157855,0.313668885,0.02028647,0.10433666
266,0.111219915,0.065493225,0.02606506,0.133772445,0.106867635,0.276570265,0.06813804,0.211873415
267,0.02679426,0.09439268,0.230172395,0.12843986,0.01880593,0.35298422,0.06054031,0.087870345
268,0.08038482,0.03031429,0.09205725,0.089581135,0.07727164,0.27308797,0.027959415,0.32934348
269,0.12059692,0.076185505,0.138944625,0.10546196,0.07324467,0.271522685,0.01319961,0.200844025
270,0.153581845,0.081068665,0.125594635,0.07333343,0.15372579,0.25655626,0.028178585,0.12796079
271,0.086062445,0.048255485,0.12433317,0.048783215,0.071515175,0.341807585,0.03696022,0.242282705
272,0.03549629,0.068243175,0.06163772,0.081228855,0.15094333,0.335926495,0.04931042,0.217213715
273,0.0690771,0.10677607,0.13776151,0.016443375,0.107287665,0.36707709,0.0600852,0.13549199
274,0.122602745,0.10079441,0.21620579,0.04788573,0.08935679,0.292193815,0.031502455,0.099458265
275,0.11911171,0.060039375,0.081687125,0.27957899,0.05922936,0.2150779,0.044161685,0.141113855
276,0.094774305,0.032896265,0.141152955,0.046704035,0.12118451,0.407679365,0.057370035,0.09823853
277,0.089943855,0.0171256,0.1983045,0.168139215,0.097235595,0.28498433,0.00785331,0.136413595
278,0.010848625,0.12841731,0.143901565,0.09564381,0.063352555,0.38031562,0.09464781,0.082872705
279,0.048641155,0.03936136,0.171572295,0.080104515,0.16202196,0.316618125,0.113399715,0.068280875
280,0.12323008,0.14495266,0.15802815,0.043635895,0.12337205,0.25423209,0.04527439,0.107274685
281,0.048931125,0.071268985,0.10276206,0.12318741,0.192501465,0.24288898,0.011496235,0.20696374
282,0.08802576,0.1512898,0.16601828,0.117350145,0.105860625,0.25085861,0.03990665,0.08069013
283,0.03470032,0.052151065,0.13634482,0.071140355,0.11028235,0.32809947,0.050351375,0.216930245
284,0.077390095,0.06117215,0.084327505,0.059041015,0.039917365,0.414139215,0.129816675,0.13419598
285,0.02072977,0.02440949,0.143256435,0.118730635,0.053747395,0.411462095,0.05831891,0.16934527
286,0.03003276,0.25206753,0.1645357,0.0139345,0.04031928,0.236058335,0.058283615,0.20476828
287,0.01991764,0.077997125,0.14218985,0.065463315,0.094801855,0.320913505,0.06692841,0.2117883
288,0.039711885,0.064330285,0.120406405,0.109127605,0.13853606,0.26805716,0.040546735,0.219283865
289,0.107542495,0.05002323,0.07345349,0.16638191,0.10918233,0.382645965,0.034761155,0.076009425
290,0.032296185,0.057450025,0.152477355,0.133292,0.11063285,0.22821564,0.066161405,0.21947454
291,0.083652915,0.07182537,0.19323831,0.1410764,0.07793167,0.24769773,0.07840937,0.106168235
292,0.101597015,0.001162505,0.14174647,0.162738515,0.075637105,0.26174435,0.081360685,0.174013355
293,0.05981489,0.026859935,0.145438155,0.04427384,0.129260865,0.330456585,0.06736334,0.19653239
294,0.12497352,0.111012955,0.093632135,0.098764455,0.10264746,0.233114845,0.021151595,0.214703035
295,0.083344235,0.010320225,0.21692294,0.137344175,0.02886811,0.34371553,0.01346141,0.166023375
296,0.042452675,0.078052,0.16280475,0.12236289,0.06872339,0.29150146,0.067592945,0.16650989
297,0.021652445,0.044083245,0.122557175,0.040418065,0.09828403,0.505094785,0.06578292,0.102127335
298,0.051014485,0.017053545,0.13114073,0.029210515,0.142435825,0.43516549,0.038581105,0.155398305
299,0.035713635,0.06597791,0.14902956,0.12787605,0.196146765,0.27932749,0.0,0.14592859
300,0.121336055,0.13333038,0.10580173,0.067725735,0.141706205,0.22597315,0.01599911,0.188127635
301,0.067593455,0.0828512,0.05552833,0.168329745,0.104533905,0.31335453,0.030430875,0.17737796
302,0.102288535,0.04672467,0.154402165,0.08566235,0.148643885,0.264836955,0.04985983,0.14758161
303,0.10011137,0.12587546,0.06191876,0.16512321,0.09972658,0.31243211,0.002614335,0.132198175
304,0.06331809,0.02249451,0.18297521,0.166828405,0.10708012,0.306244015,0.06058891,0.09047074
305,0.03342226,0.16194339,0.172693555,0.108527615,0.08151019,0.229089275,0.1006472,0.112166515
306,0.054946315,0.059385475,0.142654195,0.090575415,0.15368293,0.36747237,0.00531327,0.12597003
307,0.075832665,0.046781115,0.054984345,0.19392962,0.131742945,0.202920355,0.08524451,0.208564445
308,0.122578105,0.049121475,0.138471375,0.188325395,0.07558844,0.268911415,0.04617251,0.110831285
309,0.125900865,0.07647153,0.23321914,0.023487105,0.10593825,0.20305689,0.046989955,0.184936265
310,0.08116366,0.017412225,0.074616295,0.14793748,0.10589011,0.30984456,0.059138725,0.203996945
311,0.058473985,0.076602005,0.172033805,0.076009985,0.07439067,0.377878325,0.04991321,0.114698015
312,0.157024825,0.01646311,0.082233185,0.075460145,0.16603357,0.27485144,0.11387083,0.114062895
313,0.07882979,0.04554239,0.23252765,0.04056962,0.068225825,0.378218945,0.038295725,0.117790055
314,0.069992335,0.04522227,0.11339739,0.003800285,0.073322645,0.48799919,0.08008342,0.126182465
315,0.084250105,0.022455265,0.176464235,0.05238968,0.147853125,0.251443275,0.095951275,0.16919304
316,0.046383575,0.052461055,0.117708715,0.09304289,0.083636615,0.32743984,0.032544685,0.246782625
317,0.041751715,0.118385975,0.19158149,0.08621332,0.076252795,0.307701465,0.026784,0.15132924
318,0.029307895,0.029293275,0.09147895,0.13717369,0.192179165,0.3723669,0.05017306,0.098027065
319,0.049555215,0.076774735,0.081997845,0.160017615,0.043350805,0.30730379,0.06869225,0.212307745
320,0.08979289,0.025033035,0.174921925,0.051251715,0.065445295,0.387258095,0.03798734,0.168309705
321,0.065397115,0.041578265,0.095005685,0.11132664,0.09300089,0.44589785,0.024265635,0.12352792
322,0.07935014,0.05781136,0.106088435,0.16065194,0.11718217,0.32688617,0.0423885,0.109641285
323,0.12373389,0.056388725,0.17386794,0.03647247,0.08826059,0.288806255,0.07898751,0.15348262
324,0.107024825,0.038459305,0.12961263,0.105181165,0.15328171,0.22642082,0.02510973,0.214909815
325,0.111693895,0.02761754,0.15534386,0.058380315,0.1344591,0.28142189,0.06948371,0.16159969
326,0.0260823,0.095480545,0.124111925,0.129937455,0.11739233,0.33968293,0.0,0.167312515
327,0.071990395,0.078018575,0.254936915,0.07378212,0.09085718,0.322633565,0.00967881,0.09810244
328,0.05528484,0.159800835,0.06414998,0.014723105,0.061567785,0.458550365,0.111216175,0.074706915
329,0.146153435,0.080082065,0.119670215,0.12465918,0.038429865,0.258409595,0.08569421,0.146901435
330,0.082429955,0.068079535,0.094055325,0.008541945,0.04405484,0.33112648,0.12177386,0.24993806
331,0.07322676,0.096949755,0.142753595,0.086899545,0.22020142,0.24095531,0.06675576,0.072257855
332,0.12154738,0.10886431,0.15612947,0.050693505,0.105350565,0.245100715,0.0707755,0.141538555
333,0.05102118,0.045532885,0.136382755,0.15720721,0.03065741,0.34233554,0.04463678,0.19222624
334,0.063460775,0.10538223,0.105980365,0.12901697,0.11011587,0.299855765,0.04358311,0.142604915
335,0.137568705,0.054020415,0.085422535,0.08647489,0.091518775,0.29541847,0.05121079,0.19836542
336,0.079342735,0.079627605,0.133522315,0.07826008,0.1176334,0.20596794,0.04181885,0.263827075
337,0.0931507,0.05976087,0.187033985,0.10770802,0.094555255,0.2520368,0.04415065,0.16160372
338,0.061576625,0.080084195,0.12128214,0.042587825,0.058264635,0.290105285,0.08073745,0.265361845
339,0.09433461,0.02961587,0.13882833,0.07296845,0.05851948,0.39693141,0.0657133,0.14308855
340,0.05136822,0.050350555,0.149466025,0.163540355,0.162162885,0.30173716,0.02049949,0.10087531
341,0.03558479,0.068739645,0.261022755,0.09696098,0.091390665,0.27657762,0.047794375,0.12192917
342,0.12123599,0.019377675,0.075868265,0.062033315,0.10459675,0.396304485,0.023891185,0.196692335
343,0.0601811,0.054144335,0.09033135,0.0981523,0.10376953,0.297039785,0.079859495,0.216522105
344,0.027752665,0.03016753,0.18873466,0.11341817,0.04374201,0.34086092,0.073191015,0.18213303
345,0.20046359,0.075035485,0.14518263,0.08267915,0.0995956,0.203740105,0.07924111,0.11406233
346,0.04013281,0.083533605,0.24933278,0.06957103,0.110882055,0.254608065,0.03773003,0.154209625
347,0.10156016,0.028535065,0.136128005,0.078016305,0.047462245,0.290263515,0.089941685,0.22809302
348,0.064160435,0.020220575,0.19424797,0.070240345,0.096202355,0.316718545,0.06136661,0.176843165
349,0.06558926,0.114998025,0.118523445,0.07770942,0.103303535,0.34637353,0.083363625,0.09013916
350,0.04822215,0.02001478,0.07846081,0.10195932,0.17892974,0.34548968,0.06624335,0.16068017
351,0.03143848,0.10626327,0.146012205,0.02882461,0.06389101,0.380838945,0.07306286,0.16966862
352,0.0549712,0.077166185,0.13154112,0.06971639,0.1418515,0.355949405,0.0434027,0.1254015
353,0.03871509,0.05766968,0.17316681,0.05058348,0.129338485,0.346354715,0.0,0.20417174
354,0.06698009,0.029200865,0.212477475,0.13369456,0.128405475,0.311680005,0.072500005,0.045061525
355,0.12375605,0.023921015,0.136390795,0.053933045,0.13841927,0.24482275,0.0903941,0.188362975
356,0.07298515,0.104520725,0.17031899,0.090785355,0.08650818,0.344348465,0.037794235,0.0927389
357,0.047101705,0.052352715,0.25429232,0.033947315,0.05854537,0.47490096,0.010374165,0.06848545
358,0.08687186,0.025419395,0.060241765,0.10941017,0.14489379,0.25009463,0.07943813,0.24363026
359,0.095087445,0.08540861,0.246398975,0.08582966,0.05664116,0.26402579,0.03100706,0.1356013
360,0.100695935,0.082284015,0.076142815,0.09966933,0.147114775,0.332161615,0.012322865,0.14960865
361,0.04240721,0.048629535,0.13852109,0.052744065,0.117923715,0.374866365,0.11164292,0.1132651
362,0.154429415,0.021859445,0.15134386,0.10299761,0.110012745,0.26409066,0.05538842,0.139877845
363,0.03588641,0.09277081,0.10296924,0.089586345,0.039195665,0.393768955,0.027305175,0.2185174
364,0.11432337,0.115087695,0.157427445,0.04441295,0.04522903,0.365577255,0.052346965,0.10559529
365,0.03377665,0.14230033,0.202702865,0.19345301,0.086697855,0.240979655,0.004551435,0.0955382
366,0.132037755,0.174097695,0.095191035,0.04195841,0.15676525,0.187581735,0.05402081,0.15834731
367,0.055751645,0.051028265,0.08749379,0.077126875,0.080393455,0.394878025,0.07850082,0.174827125
368,0.050496565,0.02994833,0.168274075,0.07545786,0.067285505,0.306650735,0.08843022,0.21345671
369,0.09932881,0.03130504,0.156577405,0.10135458,0.083681095,0.325225955,0.04394125,0.158585865
370,0.12819413,0.103609475,0.100896025,0.081706605,0.13323808,0.297396905,0.02797414,0.12698464
371,0.06533143,0.08636214,0.07506287,0.14895745,0.0611772,0.291763815,0.099457975,0.17188712
372,0.063058215,0.07408266,0.14215124,0.111382535,0.101413235,0.241272785,0.045513005,0.221126325
373,0.075009025,0.068811355,0.124602385,0.08990119,0.138928165,0.31636423,0.06894424,0.11743941
374,0.07530649,0.117665175,0.131752505,0.08322352,0.064231585,0.350786285,0.042109175,0.134925265
375,0.09032407,0.082886635,0.17412265,0.113356845,0.05656136,0.36141139,0.02955502,0.09178203
376,0.025855525,0.05484823,0.101371075,0.178094635,0.093053455,0.350184075,0.056301905,0.1402911
377,0.170330895,0.020856125,0.10874798,0.05644777,0.093274965,0.30025002,0.08785332,0.162238925
378,0.04740611,0.07909812,0.20507751,0.115534445,0.069275705,0.356573905,0.054879475,0.07215473
379,0.041260025,0.06734408,0.092159125,0.066069085,0.16089268,0.24454113,0.115893085,0.21184079
380,0.090857015,0.05464911,0.1846768,0.13018888,0.0603542,0.25381533,0.06464578,0.160812885
381,0.15784252,0.123519885,0.08726892,0.067690875,0.03819781,0.312885175,0.0301018,0.182493015
382,0.11212032,0.052814305,0.09495226,0.09594565,0.060521,0.40063386,0.036614955,0.14639765
383,0.13786874,0.094128395,0.160612075,0.040871,0.14144172,0.223593335,0.06776267,0.133722065
384,0.051790615,0.06922447,0.10445629,0.067315865,0.099977575,0.388946445,0.085361575,0.132927165
385,0.022457875,0.115974325,0.140168925,0.06567289,0.100135975,0.37780651,0.10664328,0.07114022
386,0.10051292,0.09567253,0.02976392,0.12185736,0.07865822,0.35636456,0.03499239,0.1821781
387,0.15515913,0.078005345,0.17889103,0.114511815,0.05484681,0.23959094,0.08063636,0.09835857
388,0.15109349,0.03543298,0.100092195,0.027369685,0.09294157,0.292741095,0.123805105,0.17652388
389,0.065124075,0.06908011,0.288289415,0.015302675,0.08176172,0.303055675,0.12655334,0.05083299
390,0.076338965,0.046408655,0.111985095,0.116856935,0.10124179,0.356177515,0.026852105,0.16413894
391,0.03166243,0.068552455,0.1698802,0.021907995,0.144411115,0.366627705,0.09264511,0.10431299
392,0.06879921,0.047897135,0.06252493,0.123041145,0.14757538,0.34341099,0.01118375,0.19556746
393,0.109146505,0.165231405,0.102699075,0.10577248,0.080323425,0.25799808,0.08789938,0.09092965
394,0.087544395,0.125533025,0.090039965,0.098777695,0.07354552,0.339618905,0.076429505,0.10851099
395,0.060550925,0.07876905,0.13503481,0.04140292,0.11788308,0.388338895,0.034024885,0.143995435
396,0.090077755,0.019225105,0.21270446,0.059679935,0.132345185,0.266630435,0.035743275,0.18359385
397,0.09469877,0.118442725,0.12130138,0.127323755,0.12011335,0.223640495,0.08670635,0.107773175
398,0.05322778,0.020933235,0.228061085,0.06844928,0.07388103,0.364047395,0.049456745,0.14194345
399,0.076737885,0.078761825,0.14827594,0.11989362,0.130143415,0.311662565,0.012438015,0.122086735
400,0.098356595,0.12951111,0.185778105,0.05982903,0.06109866,0.31559598,0.02023491,0.12959561
401,0.17685252,0.061363685,0.18312926,0.069049875,0.03096284,0.276626245,0.139017915,0.06299766
402,0.03300461,0.176084855,0.09180287,0.006010285,0.11644781,0.39748014,0.12136922,0.05780021
403,0.131548955,0.041573755,0.068370015,0.164042525,0.02877482,0.25954948,0.089136775,0.217003675
404,0.080668655,0.09316429,0.0494254,0.10642168,0.101392405,0.355346605,0.10533602,0.108244945
405,0.244760995,0.069008505,0.16484424,0.041515595,0.111139345,0.19281275,0.07752766,0.09839091
406,0.0791998,0.132540655,0.14617336,0.154799625,0.050923475,0.238465045,0.03665617,0.16124187
407,0.1299273,0.052084855,0.166356365,0.07793298,0.09883268,0.23519813,0.082642065,0.157025625
408,0.075920375,0.07394071,0.198835965,0.056648745,0.13194479,0.26949663,0.086404435,0.10680835
409,0.02112581,0.049939985,0.154846515,0.07224463,0.1926036,0.242286915,0.049460645,0.2174919
410,0.055504175,0.08176103,0.103796055,0.15813355,0.15304335,0.25802125,0.04888619,0.1408544
411,0.099380065,0.08605305,0.16172223,0.062819215,0.050278215,0.371000815,0.108484145,0.060262265
412,0.07512819,0.089021355,0.08838414,0.12451458,0.04669869,0.401985795,0.045052285,0.129214965
413,0.05148976,0.036450885,0.12991164,0.14674042,0.144612965,0.32515424,0.03782825,0.12781184
414,0.053141725,0.052900885,0.159094665,0.07720792,0.09061114,0.32301156,0.030498935,0.21353317
415,0.104734655,0.10812083,0.05158476,0.11258755,0.06184927,0.34860224,0.059632475,0.15288822
416,0.1109526,0.11447326,0.125822965,0.073640805,0.082703505,0.343392435,0.00568071,0.14333372
417,0.191719505,0.02753603,0.113402015,0.084909225,0.132406575,0.32976045,0.02797403,0.09229217
418,0.153911665,0.07588674,0.113953375,0.075240265,0.039992565,0.336189155,0.11394033,0.090885905
419,0.100796605,0.0447742,0.21699096,0.08359753,0.06038666,0.31761943,0.048141365,0.12769325
420,0.08264694,0.014609045,0.15373042,0.064980685,0.04213409,0.329932365,0.016004745,0.29596171
421,0.14890635,0.06501722,0.18051963,0.111449545,0.0343346,0.275717635,0.06537846,0.11867656
422,0.114037645,0.178978025,0.11798515,0.112407005,0.052712645,0.268820265,0.067682965,0.0873763
423,0.045885245,0.14646033,0.06692949,0.135063405,0.112430595,0.31493947,0.026195415,0.15209605
424,0.065370955,0.021564275,0.05873001,0.17446795,0.219056505,0.24170722,0.046868435,0.17223465
425,0.11728139,0.09383616,0.180176435,0.120281085,0.021299245,0.279341115,0.046412355,0.141372215
426,0.09175443,0.113533615,0.148186705,0.05130463,0.076503975,0.30537599,0.096697495,0.11664316
427,0.11068931,0.04602891,0.13083242,0.080760645,0.08554763,0.30325532,0.08816638,0.154719385
428,0.071002285,0.109147495,0.08873376,0.125305685,0.06126621,0.398820985,0.056235055,0.089488525
429,0.05636953,0.08791063,0.0873937,0.17142178,0.045149285,0.336787825,0.062234735,0.152732515
430,0.0673901,0.22228498,0.102098005,0.05515045,0.12559232,0.29819665,0.007052175,0.12223532
431,0.101438335,0.078816175,0.17759095,0.079580025,0.07999816,0.23869278,0.09641248,0.147471095
432,0.04252587,0.03045092,0.250333665,0.063482155,0.072607415,0.354863155,0.076705945,0.109030875
433,0.044030155,0.07424265,0.2414749,0.1071667,0.0907544,0.263398335,0.022949395,0.155983465
434,0.065156255,0.05019006,0.131512495,0.104176175,0.107944175,0.310290385,0.058137065,0.17259339
435,0.0656346,0.07369738,0.126214315,0.080492735,0.07455111,0.39334311,0.05947528,0.12659147
436,0.04969197,0.083481195,0.081011305,0.115601545,0.072816575,0.21218215,0.082478535,0.302736725
437,0.06827701,0.09980987,0.111870665,0.110968345,0.13908636,0.26688117,0.069204215,0.133902365
438,0.134745355,0.02529275,0.13668135,0.066763065,0.15195742,0.203377215,0.034219885,0.24696296
439,0.037595575,0.106661255,0.125193385,0.07219862,0.19133126,0.34703866,0.035434225,0.08454702
440,0.10307343,0.1118449,0.16724557,0.056573515,0.122221885,0.278309795,0.06422202,0.096508885
441,0.04917294,0.07192167,0.139827195,0.054207355,0.111344325,0.35423829,0.06845774,0.150830485
442,0.08407491,0.04738845,0.10942169,0.171092385,0.093911285,0.23798826,0.04328867,0.21283435
443,0.125128715,0.05986272,0.0879582,0.17398454,0.09415245,0.34718307,0.01278799,0.098942315
444,0.13021594,0.036106165,0.18572976,0.02433323,0.13245535,0.32228326,0.12117531,0.047700985
445,0.083701205,0.1109881,0.164384475,0.07669331,0.03561233,0.321925075,0.034598025,0.17209748
446,0.086605705,0.086039355,0.21044428,0.07487232,0.050592365,0.252222375,0.034768965,0.204454635
447,0.06115692,0.033197095,0.156121445,0.09437541,0.14760406,0.294889565,0.18289199,0.029763515
448,0.058569505,0.11011692,0.12517901,0.11122179,0.069027375,0.25549566,0.077028475,0.193361265
449,0.162931525,0.0617084,0.12338002,0.01330115,0.199599685,0.19451537,0.1044333,0.14013055
450,0.083830555,0.07917494,0.12684131,0.067657495,0.099104045,0.351319075,0.06149593,0.13057665
451,0.04142911,0.12148067,0.132713975,0.128755105,0.16326986,0.210358745,0.09002437,0.111968165
452,0.055025755,0.0517133,0.20453515,0.12654953,0.04338291,0.216622145,0.052471145,0.249700065
453,0.076925395,0.01607871,0.14634691,0.089334585,0.114202885,0.26974199,0.161419195,0.12595033
454,0.05244822,0.062184515,0.20411267,0.17316322,0.13129549,0.195475915,0.033643305,0.147676665
455,0.12790504,0.08951798,0.18797475,0.11048015,0.08290161,0.182846725,0.08896383,0.129409915
456,0.068410715,0.01570557,0.12960343,0.13489177,0.11377986,0.203204905,0.155929295,0.178474455
457,0.11232126,0.093133475,0.11177583,0.06959048,0.16754857,0.3085841,0.05061703,0.086429255
458,0.07309977,0.00710137,0.108596795,0.088129665,0.12836662,0.311395705,0.0508768,0.232433275
459,0.068458395,0.04351364,0.1043715,0.0644735,0.02419053,0.31261202,0.128083615,0.2542968
460,0.070620955,0.089865285,0.1625149,0.076281555,0.102319735,0.269651505,0.05507101,0.173675055
461,0.06379072,0.018365445,0.181862295,0.14463796,0.05988537,0.304520985,0.07551949,0.151417735
462,0.162940545,0.02135833,0.089343905,0.1160205,0.06377638,0.33834902,0.061666095,0.146545225
463,0.048231645,0.04934206,0.161362725,0.05211951,0.124968655,0.377533955,0.081792225,0.104649225
464,0.088281805,0.073128335,0.22035592,0.08148449,0.077979695,0.28488091,0.06452062,0.109368225
465,0.187277885,0.035259465,0.095930845,0.09798474,0.09799421,0.29290501,0.076255315,0.11639253
466,0.144663975,0.1135906,0.152993895,0.084969865,0.136230985,0.238707755,0.03981925,0.089023675
467,0.04388299,0.037875585,0.115389355,0.08366228,0.144232325,0.31962827,0.007571235,0.24775796
468,0.079182155,0.069469915,0.17861193,0.1678314,0.059974105,0.31301129,0.079708535,0.05221067
469,0.07907309,0.078055345,0.06520963,0.03336835,0.091476905,0.52230279,0.04193556,0.08857833
470,0.036119035,0.122443565,0.181209965,0.126339215,0.096420305,0.31459962,0.058751305,0.06411699
471,0.130093095,0.157688805,0.14462937,0.08395002,0.086247145,0.280647475,0.01905303,0.09769106
472,0.08369375,0.029989385,0.093631525,0.1244861,0.088678525,0.268539925,0.08802774,0.22295305
473,0.052656805,0.11581374,0.089236025,0.071368075,0.15358625,0.3480267,0.01691495,0.152397455
474,0.034237145,0.19460178,0.09846891,0.10974259,0.152427905,0.27450707,0.058949,0.0770656
475,0.054890685,0.05820903,0.107834055,0.062882535,0.20400959,0.29110235,0.06342975,0.157642005
476,0.10920878,0.07950154,0.145519945,0.20155513,0.065367675,0.257356775,0.04713119,0.094358965
477,0.065784275,0.0617552,0.138917415,0.13886188,0.11979556,0.300203225,0.061922715,0.11275973
478,0.05670536,0.04513409,0.148256985,0.07210933,0.09732509,0.343791785,0.02564597,0.21103139
479,0.05697414,0.108526095,0.068294535,0.038790425,0.11385096,0.40312062,0.120622475,0.08982075
480,0.114766745,0.025248005,0.271205035,0.048408665,0.098764895,0.2458762,0.099768025,0.09596243
481,0.130579415,0.09211968,0.131031495,0.078581345,0.025982805,0.35047441,0.08529308,0.10593777
482,0.03052015,0.080569435,0.167680755,0.036988365,0.11401645,0.35903094,0.018950245,0.19224366
483,0.07243451,0.055415305,0.103804725,0.062089035,0.145181585,0.37030715,0.0484676,0.14230009
484,0.061998835,0.08033047,0.1740541,0.06558466,0.027862265,0.31217799,0.117819375,0.160172305
485,0.104662365,0.007971485,0.171431335,0.03012164,0.13246238,0.39704093,0.02299701,0.133312855
486,0.109189335,0.064744125,0.066014625,0.10391979,0.04351506,0.30616197,0.14392674,0.162528355
487,0.07159738,0.011564685,0.095899335,0.15014946,0.075263385,0.378946125,0.089490525,0.127089105
488,0.065668985,0.04041466,0.176495035,0.13742173,0.1232208,0.258287375,0.01661466,0.181876755
489,0.07963873,0.044043155,0.2454557,0.0880222,0.08465727,0.237590345,0.08014693,0.14044567
490,0.12474952,0.09015079,0.152877605,0.08281555,0.12057587,0.29890399,0.066217035,0.06370964
491,0.099220865,0.04417608,0.12889809,0.06810588,0.115903175,0.200851435,0.09806188,0.244782595
492,0.0472336,0.065115075,0.172592445,0.01236954,0.1199582,0.34733154,0.10458497,0.13081463
493,0.048201935,0.05446768,0.164944035,0.05777503,0.21469826,0.294469795,0.065003295,0.10043997
494,0.043558745,0.02432912,0.08886965,0.107429065,0.116507655,0.40412978,0.05032798,0.164848005
495,0.05095807,0.08415054,0.152586665,0.03585463,0.16421374,0.31468548,0.036686445,0.16086443
496,0.136941345,0.131751755,0.05629735,0.031491245,0.123190895,0.356988065,0.00500096,0.158338385
497,0.10491308,0.067525685,0.07160885,0.184694395,0.14054871,0.183351525,0.06436609,0.182991665
498,0.071725105,0.060727515,0.084212925,0.0995442,0.10339647,0.37186886,0.01625112,0.192273805
